seq_len,kssm_throughput,kssm_memory_gb,kssm_fwd_ms,kssm_bwd_ms,kssm_oom,transformer_throughput,transformer_memory_gb,transformer_fwd_ms,transformer_bwd_ms,transformer_oom
1024,51102.237807234465,1.8619356155395508,7.46484146118164,72.68820419311524,False,207109.9350027656,0.8922066688537598,2.8853504180908205,16.891585922241212,False
2048,52411.184928315495,3.149807929992676,14.35185546875,141.9506591796875,False,410723.3851132438,1.491079330444336,3.7284881591796877,16.21680908203125,False
4096,53618.67805629442,5.724820137023926,28.5802490234375,276.984912109375,False,587619.6873439958,2.745107650756836,8.775328063964844,19.106651306152344,False
8192,54302.29273485168,10.882412910461426,56.04920654296875,547.3875610351563,False,448039.05903862417,5.184072494506836,22.795443725585937,50.34103698730469,False
