seq_len,kssm_throughput,kssm_memory_gb,kssm_fwd_ms,kssm_bwd_ms,kssm_oom,mamba_throughput,mamba_memory_gb,mamba_fwd_ms,mamba_bwd_ms,mamba_oom
512,21841.98593522842,0.9143247604370117,12.143806457519531,81.62056121826171,False,61240.6781139669,0.8748502731323242,5.3940673828125,28.04775695800781,False
1024,25302.757462837384,1.5866460800170898,16.4917724609375,145.3878173828125,False,109687.079252994,1.5015058517456055,5.617969512939453,31.724623870849612,False
2048,25925.78724979801,2.933749198913574,32.17936706542969,283.7994659423828,False,209354.0152563355,2.7618703842163086,10.526478576660157,28.603413391113282,False
4096,26385.63244769788,5.6282453536987305,64.56398315429688,556.3800109863281,False,223288.06136449747,5.2712507247924805,19.936924743652344,53.439143371582034,False
8192,26736.06874254049,11.02241039276123,127.15220947265625,1098.4580444335936,False,226726.43097721302,10.299357414245605,40.832785034179686,103.69381408691405,False
